Nombre, Numero, Fecha, Pp, T_Max, T_Min, T_Med, VV_Max, VV, DWW, DV, Rag_G, HR, ET, EP 
CEPAB,22581,2015-05-18,0,31.5,12.9,22.49,14.6,3.77,121 E,,516.08,42.22,5.5,5.83,
CEPAB,22581,2015-05-18,0,31.5,12.9,22.49,14.6,3.77,121 E,,516.08,42.22,5.5,5.83,
CEPAB,22581,2015-05-19,0,30.9,15.1,22.65,20.1,6.74,137.2 SE,185.4 S,473.56,48.6,5.8,5.8,
CEPAB,22581,2015-05-19,0,30.9,15.1,22.65,20.1,6.74,137.2 SE,185.4 S,473.56,48.6,5.8,5.8,
CEPAB,22581,2015-05-20,0,31.1,11.6,22.07,10.2,4.1,207 S,181.5 S,495.85,46.96,5,5.52,
CEPAB,22581,2015-05-20,0,31.1,11.6,22.07,10.2,4.1,207 S,181.5 S,495.85,46.96,5,5.52,
CEPAB,22581,2015-05-21,0,28.4,16.3,21.69,19.5,6.59,334.1 NO,185.7 S,357.19,45.73,4,4.97,
CEPAB,22581,2015-05-21,0,28.4,16.3,21.69,19.5,6.59,334.1 NO,185.7 S,357.19,45.73,4,4.97,
CEPAB,22581,2015-05-22,1.8,28.7,11.6,19.49,21.7,7.02,351 NO,175.1 SE,560.74,54.29,5.1,6.02,
CEPAB,22581,2015-05-22,1.8,28.7,11.6,19.49,21.7,7.02,351 NO,175.1 SE,560.74,54.29,5.1,6.02,
CEPAB,22581,2015-05-23,0.6,28.9,11.5,20.09,19.8,6.25,198.8 S,183.3 S,513.17,56.89,5.8,5.57,
CEPAB,22581,2015-05-23,0.6,28.9,11.5,20.09,19.8,6.25,198.8 S,183.3 S,513.17,56.89,5.8,5.57,
CEPAB,22581,2015-05-24,0.2,28.8,13.1,20.84,14.9,5.28,178.7 SE,205.5 S,465.97,52.8,5.3,5.32,
CEPAB,22581,2015-05-24,0.2,28.8,13.1,20.84,14.9,5.28,178.7 SE,205.5 S,465.97,52.8,5.3,5.32,
CEPAB,22581,2015-05-25,0,29.8,10.5,21.21,12.9,4.9,240 SO,209.2 S,553.48,43.59,5.8,6.21,
CEPAB,22581,2015-05-25,0,29.8,10.5,21.21,12.9,4.9,240 SO,209.2 S,553.48,43.59,5.8,6.21,
CEPAB,22581,2015-05-26,0,30.3,10,22.13,14.6,3.33,116.6 E,121.8 E,559.65,32.69,5.7,6.28,
CEPAB,22581,2015-05-26,0,30.3,10,22.13,14.6,3.33,116.6 E,121.8 E,559.65,32.69,5.7,6.28,
CEPAB,22581,2015-05-27,0,30.9,16.5,22.95,10.8,4.23,116.1 E,153.7 SE,486.65,40.15,5.2,5.76,
CEPAB,22581,2015-05-27,0,30.9,16.5,22.95,10.8,4.23,116.1 E,153.7 SE,486.65,40.15,5.2,5.76,
CEPAB,22581,2015-05-28,0,28.9,15.3,21.35,15.7,6.19,136.7 SE,153.3 SE,404,52.39,4,4.98,
CEPAB,22581,2015-05-28,0,28.9,15.3,21.35,15.7,6.19,136.7 SE,153.3 SE,404,52.39,4,4.98,
CEPAB,22581,2015-05-29,28.2,28.5,12.8,18.88,12.2,5.92,250 SO,35 N,500.38,63.17,4.3,5.1,
CEPAB,22581,2015-05-29,28.2,28.5,12.8,18.88,12.2,5.92,250 SO,35 N,500.38,63.17,4.3,5.1,
CEPAB,22581,2015-05-30,1.8,24.2,13.7,17.86,18.9,4.32,1 N,45.8 NE,370.43,69.82,3.4,3.76,
CEPAB,22581,2015-05-30,1.8,24.2,13.7,17.86,18.9,4.32,1 N,45.8 NE,370.43,69.82,3.4,3.76,
CEPAB,22581,2015-05-31,0,25.5,12.4,19.39,10.8,4.81,5.8 N,51.2 NE,493.68,56.32,4.9,5.26,
CEPAB,22581,2015-05-31,0,25.5,12.4,19.39,10.8,4.81,5.8 N,51.2 NE,493.68,56.32,4.9,5.26,
